id,listing_url,scrape_id,last_scraped,source,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
39407446,https://www.airbnb.com/rooms/39407446,2.03E+13,6/22/2025,city scrape,Sheung Wan Beautiful Double Room (SW7A),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,290,21,269,0,
39408745,https://www.airbnb.com/rooms/39408745,2.03E+13,6/21/2025,city scrape,Sham Shui Po Single Room (SP4e),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
39409010,https://www.airbnb.com/rooms/39409010,2.03E+13,6/21/2025,city scrape,Economy Room for Gentleman in Sham Shui Po (SP2A),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,1,1 bath,0,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
39432074,https://www.airbnb.com/rooms/39432074,2.03E+13,6/21/2025,city scrape,Yau Ma Tei Bedspace for 2 persons (Y10G),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 shared bath,1,2,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39434502,https://www.airbnb.com/rooms/39434502,2.03E+13,6/21/2025,city scrape,Tsimshatsui Room in Flat Share (T5d),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,2,2 shared baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
39456495,https://www.airbnb.com/rooms/39456495,2.03E+13,6/21/2025,city scrape,Deluxe and Comfort Kennedy Town Room (K1C),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39456795,https://www.airbnb.com/rooms/39456795,2.03E+13,6/21/2025,city scrape,Good Double Room at Central (ML6A),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39457049,https://www.airbnb.com/rooms/39457049,2.03E+13,6/22/2025,city scrape,Economy Single Room in Central (ML6D),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,290,21,269,0,
39457264,https://www.airbnb.com/rooms/39457264,2.03E+13,6/21/2025,city scrape,Good Double Room in Central (ML8C),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39457557,https://www.airbnb.com/rooms/39457557,2.03E+13,6/22/2025,city scrape,Tai Kok Tsui Good Double Room (TK3C),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39458776,https://www.airbnb.com/rooms/39458776,2.03E+13,6/21/2025,city scrape,Big Central Double Room in Central (ML9C),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,19,49,324,6/21/2025,0,0,0,153,0,0,0,,,,,,,,,,,f,281,24,257,0,
39458923,https://www.airbnb.com/rooms/39458923,2.03E+13,6/21/2025,city scrape,Economy Sheung Wan Double room (SW21B),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
39536167,https://www.airbnb.com/rooms/39536167,2.03E+13,6/21/2025,city scrape,Flat Share Room in Prince Edward (PE1e),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,1,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
39536542,https://www.airbnb.com/rooms/39536542,2.03E+13,6/21/2025,city scrape,Sheung Wan room for 2 with lift! Nice ! (sw18c),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
39537020,https://www.airbnb.com/rooms/39537020,2.03E+13,6/21/2025,city scrape,Flat Share Room in Hung Hom-new renovation (H1e),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
39538894,https://www.airbnb.com/rooms/39538894,2.03E+13,6/21/2025,city scrape,Economy Central Room (ML6D),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
39540385,https://www.airbnb.com/rooms/39540385,2.03E+13,6/21/2025,city scrape,Room in Central 2/F walk up building  (ML9c),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39546707,https://www.airbnb.com/rooms/39546707,2.03E+13,6/22/2025,city scrape,Big Single Room in Sai Ying Pun (S5A),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39547227,https://www.airbnb.com/rooms/39547227,2.03E+13,6/21/2025,city scrape,Excellent Double Room in Central (ML8B),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,290,21,269,0,
39547414,https://www.airbnb.com/rooms/39547414,2.03E+13,6/22/2025,city scrape,Excellent & Convenience Central Double Room (ML9D),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39572236,https://www.airbnb.com/rooms/39572236,2.03E+13,6/21/2025,city scrape,Comfort Double Room in Hung Hom (H1B),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,60,241,6/21/2025,0,0,0,70,0,0,0,,,,,,,,,,,f,290,21,269,0,
39573075,https://www.airbnb.com/rooms/39573075,2.03E+13,6/22/2025,city scrape,Excellent Central Single Room (ML8D),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39574814,https://www.airbnb.com/rooms/39574814,2.03E+13,6/21/2025,city scrape,Hung Hom Economy Room for one person (H1E),4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,351,12,338,1,
39686793,https://www.airbnb.com/rooms/39686793,2.03E+13,6/21/2025,city scrape,Convenient Single Room in Sai Ying Pun (S5A),4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,351,12,338,1,
39704718,https://www.airbnb.com/rooms/39704718,2.03E+13,6/22/2025,city scrape,Available Room at CENTRAL   (ML3b),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Entire rental unit,Entire home/apt,1,1,1 bath,1,4,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
39713675,https://www.airbnb.com/rooms/39713675,2.03E+13,6/21/2025,city scrape,Comfort and trendiful Causeway Bay Room (C7A),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39739980,https://www.airbnb.com/rooms/39739980,2.03E+13,6/21/2025,city scrape,Flat share room in Yau Ma Tei  (Y2C),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,1,0,0,192,0,0,0,9/2/2020,9/2/2020,5,5,3,5,5,5,5,,f,281,24,257,0,0.02
39884196,https://www.airbnb.com/rooms/39884196,2.03E+13,6/22/2025,city scrape,Deluxe Central Double Room (ML19C),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39884543,https://www.airbnb.com/rooms/39884543,2.03E+13,6/21/2025,city scrape,Hung Hom Good Single Room (H1A),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39909934,https://www.airbnb.com/rooms/39909934,2.03E+13,6/21/2025,city scrape,Located in Prime location near Olympic city (TK3E),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Private room in rental unit,Private room,2,2,2 baths,0,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
39936008,https://www.airbnb.com/rooms/39936008,2.03E+13,6/21/2025,city scrape,Good Single Room in Hung Hom (H1D),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
39938020,https://www.airbnb.com/rooms/39938020,2.03E+13,6/22/2025,city scrape,Hung Homg Good Single Room (H1A),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
39964165,https://www.airbnb.com/rooms/39964165,2.03E+13,6/22/2025,city scrape,Budget Double Rm@Mong Kok旺角區經濟大床房,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Private room in condo,Private room,1,1,1 bath,0,1,$160.00 ,1,50,1,1,50,50,1,50,,t,0,0,6,121,6/22/2025,0,0,0,6,0,0,0,,,,,,,,,,,t,74,0,74,0,
40298549,https://www.airbnb.com/rooms/40298549,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui Economy Double Room (TK2B),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40299248,https://www.airbnb.com/rooms/40299248,2.03E+13,6/21/2025,city scrape,Tai Kok Tsui Good Double Room (TK5A),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40361237,https://www.airbnb.com/rooms/40361237,2.03E+13,6/24/2025,city scrape,Room Available at Tsim Sha Tsui    (T4b),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/24/2025,0,0,0,189,0,0,0,,,,,,,,,,,f,290,21,269,0,
40361792,https://www.airbnb.com/rooms/40361792,2.03E+13,6/21/2025,city scrape,Comfort Single Room in Sheung Wan (SW18D),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
40363288,https://www.airbnb.com/rooms/40363288,2.03E+13,6/22/2025,city scrape,Economy Tai Kok Tsui Double Room (TK5D),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
40388808,https://www.airbnb.com/rooms/40388808,2.03E+13,6/21/2025,city scrape,Sheung Wan Deluxe Double Room (SW10A),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40389093,https://www.airbnb.com/rooms/40389093,2.03E+13,6/21/2025,city scrape,Comfortable Sheung Wan Single Room (SW18D),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40390159,https://www.airbnb.com/rooms/40390159,2.03E+13,6/22/2025,city scrape,Deluxe & Beautiful Sheung Wan Single Room (SW17B),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40390360,https://www.airbnb.com/rooms/40390360,2.03E+13,6/21/2025,city scrape,【 SUPER SALE 】 Central Room for 1  - ml7d,67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40415168,https://www.airbnb.com/rooms/40415168,2.03E+13,6/21/2025,city scrape,Economy & Comfort Room in Sai Wan (K1D),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40416569,https://www.airbnb.com/rooms/40416569,2.03E+13,6/21/2025,city scrape,Economy and Comfort Sheung Wan Double Room (SW10C),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
40416932,https://www.airbnb.com/rooms/40416932,2.03E+13,6/22/2025,city scrape,Large Tai Kok Tsui Double Room near Olympic (TK5D),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40460478,https://www.airbnb.com/rooms/40460478,2.03E+13,6/21/2025,city scrape,Excellent & High Quality Kennedy Town Room (K1D),97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Central & Western,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
40461504,https://www.airbnb.com/rooms/40461504,2.03E+13,6/21/2025,city scrape,Near Olympic mall★ 5 min to MTR★!★WiFi ★(TK5C),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,1,1,1 bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,281,24,257,0,
40602906,https://www.airbnb.com/rooms/40602906,2.03E+13,6/21/2025,city scrape,Room in Hung Hum close to Poly U - H1d,4584648,Ivy,within a day,50%,37%,f,Mong Kok,423,507,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,351,12,338,1,
41418549,https://www.airbnb.com/rooms/41418549,2.03E+13,6/21/2025,city scrape,Cheap room FORsale sale,97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
42745656,https://www.airbnb.com/rooms/42745656,2.03E+13,6/21/2025,city scrape,SPECIAL OFFER !!!!! Yau Ma Tei (Y13e),67709885,Steven,within a day,75%,43%,f,Mong Kok,281,323,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,0,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,281,24,257,0,
43233728,https://www.airbnb.com/rooms/43233728,2.03E+13,6/21/2025,city scrape,旺角區經濟標準房-距離旺角地鐵站步行約5分鐘Budget Twin Rm@Mong Kok2107,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Private room in condo,Private room,1,1,1 private bath,1,2,$160.00 ,21,50,21,21,50,50,21,50,,t,0,0,6,120,6/21/2025,0,0,0,6,0,0,0,,,,,,,,,,,t,74,0,74,0,
43272456,https://www.airbnb.com/rooms/43272456,2.03E+13,6/21/2025,city scrape,Private Room in shared flat  in Quarry Bay,97240131,Jov,within a day,82%,47%,t,Kennedy Town,294,420,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,2,1,1 shared bath,1,,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,290,21,269,0,
49538441,https://www.airbnb.com/rooms/49538441,2.03E+13,6/22/2025,city scrape,旺角區經濟大床房Budget Double Rm@Mong Kok0221,24358640,Janis,within a day,69%,100%,f,Mong Kok,96,120,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in condo,Private room,1,1,1 private bath,1,,$160.00 ,16,1125,16,16,1125,1125,16,1125,,t,0,0,6,102,6/22/2025,0,0,0,6,0,0,0,,,,,,,,,,,t,74,0,74,0,
6.41E+17,https://www.airbnb.com/rooms/641457847661603832,2.03E+13,6/21/2025,city scrape,Room Available for 2 at Tsim Sha Tsui(t6d),7518056,Jovee,within a day,100%,67%,f,Wan Chai,216,309,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,365,29,29,365,365,29,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,215,10,205,0,
8.04E+17,https://www.airbnb.com/rooms/803945620897943568,2.03E+13,6/22/2025,city scrape,Comfort Yau Ma Tei Single Room (Y8e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.04E+17,https://www.airbnb.com/rooms/804015504862720449,2.03E+13,6/21/2025,city scrape,Yau Ma Tei Room in Flat Share (Y8c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.04E+17,https://www.airbnb.com/rooms/804203268587622148,2.03E+13,6/21/2025,city scrape,Tsim Sha Tsui  Room Available (T5c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,1,1,0,192,1,58,9280,10/4/2024,10/4/2024,2,1,1,1,1,3,2,,f,335,19,316,0,0.11
8.06E+17,https://www.airbnb.com/rooms/805713455486392670,2.03E+13,6/21/2025,city scrape,Prince Edward Room in Flat Share (PE3d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,0.5,Private half-bath,1,1,$160.00 ,30,1125,30,30,1125,1125,30,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
