id,listing_url,scrape_id,last_scraped,source,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8.06E+17,https://www.airbnb.com/rooms/805734993277296274,2.03E+13,6/22/2025,city scrape,Prince Edward Room in flat share Apartment (PE3c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1.5,1.5 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,1,0,0,192,0,0,0,6/10/2023,6/10/2023,4,4,3,4,4,5,4,,f,335,19,316,0,0.04
8.06E+17,https://www.airbnb.com/rooms/805749700649175263,2.03E+13,6/21/2025,city scrape,Flat share Room in Quarry Bay Available,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.07E+17,https://www.airbnb.com/rooms/807163358841036304,2.03E+13,6/21/2025,city scrape,Sales Sales Flat Share Room in Tsimshatsui (T7d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,0,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,269,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.08E+17,https://www.airbnb.com/rooms/807895256249096541,2.03E+13,6/21/2025,city scrape,Fortress Hill Room in Flat Share (F3a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.19E+17,https://www.airbnb.com/rooms/818816499405993046,2.03E+13,6/21/2025,city scrape,North Point Room in Flat Share (F1c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,179,6/21/2025,0,0,0,179,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.22E+17,https://www.airbnb.com/rooms/821642663062107591,2.03E+13,6/22/2025,city scrape,Economy and Comfortable Yau Ma Tei Studio (Y10F),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.23E+17,https://www.airbnb.com/rooms/823414704488526050,2.03E+13,6/21/2025,city scrape,Tsimshatsui Room in Flat Share(T5e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Kowloon City,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.24E+17,https://www.airbnb.com/rooms/823755322519669230,2.03E+13,6/21/2025,city scrape,Sales sales flat share room in Tsimshatsui (T7e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,269,6/21/2025,1,0,0,192,0,0,0,10/1/2023,10/1/2023,1,1,1,1,1,1,1,,f,335,19,316,0,0.05
8.33E+17,https://www.airbnb.com/rooms/833054980678408448,2.03E+13,6/22/2025,city scrape,Room in share flat at  Yau Ma Tei - Y2c,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,2,$160.00 ,30,1125,30,30,1125,1125,30,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.33E+17,https://www.airbnb.com/rooms/833070434809318092,2.03E+13,6/22/2025,city scrape,Fortress Hill Nice Room In Share flat(F3c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.33E+17,https://www.airbnb.com/rooms/833184830095031592,2.03E+13,6/21/2025,city scrape,Convenient  Room  in North Point  ( N3d,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.33E+17,https://www.airbnb.com/rooms/833203944102697985,2.03E+13,6/21/2025,city scrape,North point Convenient Room Available  (  N2c ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833564561918008652,2.03E+13,6/22/2025,city scrape,Comfortable Room In Central 2/walkup ( ML6d),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833573081080134308,2.03E+13,6/21/2025,city scrape,Central Room Affordable2/walkup ( ML6c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833590442577074560,2.03E+13,6/21/2025,city scrape,Affordable Room In fortress Hill ( F1e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833597896010132893,2.03E+13,6/21/2025,city scrape,Economy & Tiny Room in Shueng Wan (SW21e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,39,1125,39,39,1125,1125,39,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833623362730612521,2.03E+13,6/21/2025,city scrape,Cozy Room Available in Causeway Bay ( C1B ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833630513209059469,2.03E+13,6/21/2025,city scrape,Good and Convenient Room in Causeway Bay (C12A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833670531786211360,2.03E+13,6/21/2025,city scrape,Convenient Sheung Wan Room (SW4D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833684098325075704,2.03E+13,6/21/2025,city scrape,Convenient North Point Room (N2D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Wan Chai,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833909200631600769,2.03E+13,6/22/2025,city scrape,Available Room In Fortress Hill ( F1e),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/833946802084931908,2.03E+13,6/21/2025,city scrape,Economy Tai Kok Tsui Bedspace (TK4D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/834286483640201317,2.03E+13,6/22/2025,city scrape,Fortress Hill  room Available  ( F4g ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/834473396925492270,2.03E+13,6/21/2025,city scrape,Cozy Room Available in Causeway Bay ( C1B ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.34E+17,https://www.airbnb.com/rooms/834493507698213095,2.03E+13,6/22/2025,city scrape,Economy & Tiny Room in Shueng Wan (SW21e,475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/834560059843052705,2.03E+13,6/21/2025,city scrape,Convenient Sheung Wan Room (SW4D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/834576345694406407,2.03E+13,6/21/2025,city scrape,Fortress Hill Room available ( F1b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/834600797722482920,2.03E+13,6/21/2025,city scrape,Prince Edward Room Available  ( Pe4b ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/834634875407626658,2.03E+13,6/21/2025,city scrape,Causeway Bay Room Available  (C2b ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/834650583940461394,2.03E+13,6/21/2025,city scrape,Excellent Causeway Bay Room (C12C),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/834678679852120746,2.03E+13,6/21/2025,city scrape,Affordable Room In Sheung Wan 4/walk up (SW4c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/835382084276567106,2.03E+13,6/21/2025,city scrape,Cheap And Convenient Room Availabale ( SW21b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/835401450455233354,2.03E+13,6/22/2025,city scrape,Convenient Central Room (ML6C),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.35E+17,https://www.airbnb.com/rooms/835422569143112608,2.03E+13,6/21/2025,city scrape,Cheap and Comfort North Point Room (N3H),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835706807558953262,2.03E+13,6/21/2025,city scrape,Mid Level Central Room Availble 2/walkup (ML9a),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835712308616000059,2.03E+13,6/21/2025,city scrape,Sheung Wan Room Available 2/walk up ( MH2c),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835718713241904333,2.03E+13,6/21/2025,city scrape,Convenient Room Available in Fortress hill ( F4b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835730463788517421,2.03E+13,6/21/2025,city scrape,Sheung Wan room Available ( SW17D ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835738521868266553,2.03E+13,6/21/2025,city scrape,Fortress Hill  room Available  ( F4g ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835746732302423314,2.03E+13,6/21/2025,city scrape,Fortress HIll Room Available ( F4C ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835765909325032693,2.03E+13,6/21/2025,city scrape,Excellent Kennedy Town Room (K3C),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835785761701319168,2.03E+13,6/22/2025,city scrape,Comfort Kennedy Town Room (K3A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/835798553605747281,2.03E+13,6/21/2025,city scrape,Fortress Hill Affordable Room  (  F1e ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/836010110562060650,2.03E+13,6/21/2025,city scrape,Fortress Hill Room Available (F4F),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,2,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/836050930202628480,2.03E+13,6/21/2025,city scrape,Afordable Room  in Causeway Bay 4/walk up ( C2b),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,2,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/836077376289163316,2.03E+13,6/22/2025,city scrape,Good and Comfort Sham Shui Po Room (SP3A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Sham Shui Po,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,259,1125,259,259,1125,1125,259,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.36E+17,https://www.airbnb.com/rooms/836098272111108707,2.03E+13,6/21/2025,city scrape,Bedspace in Tai Kok Tsui - Olympic MTR (TK6E2),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Yau Tsim Mong,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.37E+17,https://www.airbnb.com/rooms/836699311509592252,2.03E+13,6/21/2025,city scrape,Fortress Hill Room  ( F3d),498695672,Morgen,a few days or more,40%,0%,t,Hung Hom Bay,105,106,"['email', 'phone']",t,t,,Eastern,Private room in rental unit,Private room,1,1,1 shared bath,1,1,$160.00 ,30,365,30,30,365,365,30,365,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,105,1,104,0,
8.37E+17,https://www.airbnb.com/rooms/837213909256027064,2.03E+13,6/21/2025,city scrape,Cheap and Comfort North Point Room (N3H),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.37E+17,https://www.airbnb.com/rooms/837424557495530222,2.03E+13,6/21/2025,city scrape,Central Room Available  3/walkup  ( ML13A ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.37E+17,https://www.airbnb.com/rooms/837434052346443701,2.03E+13,6/22/2025,city scrape,Mid Level Central Room Avaialble ( ML13B),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/22/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.37E+17,https://www.airbnb.com/rooms/837442950038308278,2.03E+13,6/21/2025,city scrape,Fortress hill Room Available (F4D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.37E+17,https://www.airbnb.com/rooms/837462782607500713,2.03E+13,6/21/2025,city scrape,Convenient Room Available in Wanchai ( W9A),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,1,1,1 private bath,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.37E+17,https://www.airbnb.com/rooms/837476999803369143,2.03E+13,6/22/2025,city scrape,ortress Hill RooConvenient Fm (F1D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,30,60,90,365,6/22/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.38E+17,https://www.airbnb.com/rooms/838200107252581944,2.03E+13,6/21/2025,city scrape,Convenient Fortress Hill Room (F1D),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,29,59,89,364,6/21/2025,0,0,0,193,0,0,0,,,,,,,,,,,f,335,19,316,0,
8.38E+17,https://www.airbnb.com/rooms/838205242890269670,2.03E+13,6/21/2025,city scrape,Fortress Hill Affordable Room  (  F1e ),475889596,Jov,a few days or more,40%,33%,f,Quarry Bay,340,386,"['email', 'phone']",t,t,,Southern,Private room in rental unit,Private room,2,2,2 baths,1,1,$160.00 ,29,1125,29,29,1125,1125,29,1125,,t,28,58,88,363,6/21/2025,0,0,0,192,0,0,0,,,,,,,,,,,f,335,19,316,0,
